ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,In stock?,Stock,Backorders allowed?,Sold individually?,Regular price,Categories,Images
3,variation,MH01-XS-Gray,Chaz Kangeroo Hoodie-XS-Gray,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh01-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh01-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh01-gray_back.jpg"
4,variation,MH01-XS-Orange,Chaz Kangeroo Hoodie-XS-Orange,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh01-orange_main.jpg
33,variable,MH02,Teton Pullover Hoodie,1,0,visible,1,0,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh02-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_back.jpg"
27,variation,MH02-L-Black,Teton Pullover Hoodie-L-Black,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh02-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_back.jpg"
28,variation,MH02-L-Purple,Teton Pullover Hoodie-L-Purple,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-purple_main.jpg
29,variation,MH02-L-Red,Teton Pullover Hoodie-L-Red,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-red_main.jpg
24,variation,MH02-M-Black,Teton Pullover Hoodie-M-Black,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh02-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_back.jpg"
25,variation,MH02-M-Purple,Teton Pullover Hoodie-M-Purple,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-purple_main.jpg
26,variation,MH02-M-Red,Teton Pullover Hoodie-M-Red,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-red_main.jpg
21,variation,MH02-S-Black,Teton Pullover Hoodie-S-Black,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh02-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_back.jpg"
22,variation,MH02-S-Purple,Teton Pullover Hoodie-S-Purple,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-purple_main.jpg
23,variation,MH02-S-Red,Teton Pullover Hoodie-S-Red,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-red_main.jpg
30,variation,MH02-XL-Black,Teton Pullover Hoodie-XL-Black,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh02-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_back.jpg"
31,variation,MH02-XL-Purple,Teton Pullover Hoodie-XL-Purple,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-purple_main.jpg
32,variation,MH02-XL-Red,Teton Pullover Hoodie-XL-Red,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-red_main.jpg
18,variation,MH02-XS-Black,Teton Pullover Hoodie-XS-Black,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh02-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh02-black_back.jpg"
19,variation,MH02-XS-Purple,Teton Pullover Hoodie-XS-Purple,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-purple_main.jpg
20,variation,MH02-XS-Red,Teton Pullover Hoodie-XS-Red,1,0,visible,1,100,0,0,70,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh02-red_main.jpg
49,variable,MH03,Bruno Compete Hoodie,1,0,visible,1,0,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_back.jpg"
43,variation,MH03-L-Black,Bruno Compete Hoodie-L-Black,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_back.jpg"
44,variation,MH03-L-Blue,Bruno Compete Hoodie-L-Blue,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-blue_main.jpg
45,variation,MH03-L-Green,Bruno Compete Hoodie-L-Green,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-green_main.jpg
40,variation,MH03-M-Black,Bruno Compete Hoodie-M-Black,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_back.jpg"
41,variation,MH03-M-Blue,Bruno Compete Hoodie-M-Blue,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-blue_main.jpg
42,variation,MH03-M-Green,Bruno Compete Hoodie-M-Green,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-green_main.jpg
37,variation,MH03-S-Black,Bruno Compete Hoodie-S-Black,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_back.jpg"
38,variation,MH03-S-Blue,Bruno Compete Hoodie-S-Blue,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-blue_main.jpg
39,variation,MH03-S-Green,Bruno Compete Hoodie-S-Green,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-green_main.jpg
46,variation,MH03-XL-Black,Bruno Compete Hoodie-XL-Black,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_back.jpg"
47,variation,MH03-XL-Blue,Bruno Compete Hoodie-XL-Blue,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-blue_main.jpg
48,variation,MH03-XL-Green,Bruno Compete Hoodie-XL-Green,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-green_main.jpg
34,variation,MH03-XS-Black,Bruno Compete Hoodie-XS-Black,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh03-black_back.jpg"
35,variation,MH03-XS-Blue,Bruno Compete Hoodie-XS-Blue,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-blue_main.jpg
36,variation,MH03-XS-Green,Bruno Compete Hoodie-XS-Green,1,0,visible,1,100,0,0,63,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh03-green_main.jpg
65,variable,MH04,Frankie  Sweatshirt,1,0,visible,1,0,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
59,variation,MH04-L-Green,Frankie  Sweatshirt-L-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
60,variation,MH04-L-White,Frankie  Sweatshirt-L-White,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
61,variation,MH04-L-Yellow,Frankie  Sweatshirt-L-Yellow,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
56,variation,MH04-M-Green,Frankie  Sweatshirt-M-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
57,variation,MH04-M-White,Frankie  Sweatshirt-M-White,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
58,variation,MH04-M-Yellow,Frankie  Sweatshirt-M-Yellow,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
53,variation,MH04-S-Green,Frankie  Sweatshirt-S-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
54,variation,MH04-S-White,Frankie  Sweatshirt-S-White,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
55,variation,MH04-S-Yellow,Frankie  Sweatshirt-S-Yellow,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
62,variation,MH04-XL-Green,Frankie  Sweatshirt-XL-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
63,variation,MH04-XL-White,Frankie  Sweatshirt-XL-White,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
64,variation,MH04-XL-Yellow,Frankie  Sweatshirt-XL-Yellow,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
50,variation,MH04-XS-Green,Frankie  Sweatshirt-XS-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
51,variation,MH04-XS-White,Frankie  Sweatshirt-XS-White,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
52,variation,MH04-XS-Yellow,Frankie  Sweatshirt-XS-Yellow,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
81,variable,MH05,Hollister Backyard Sweatshirt,1,0,visible,1,0,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
75,variation,MH05-L-Green,Hollister Backyard Sweatshirt-L-Green,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
76,variation,MH05-L-Red,Hollister Backyard Sweatshirt-L-Red,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
77,variation,MH05-L-White,Hollister Backyard Sweatshirt-L-White,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
72,variation,MH05-M-Green,Hollister Backyard Sweatshirt-M-Green,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
73,variation,MH05-M-Red,Hollister Backyard Sweatshirt-M-Red,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
74,variation,MH05-M-White,Hollister Backyard Sweatshirt-M-White,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
69,variation,MH05-S-Green,Hollister Backyard Sweatshirt-S-Green,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
70,variation,MH05-S-Red,Hollister Backyard Sweatshirt-S-Red,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
71,variation,MH05-S-White,Hollister Backyard Sweatshirt-S-White,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
78,variation,MH05-XL-Green,Hollister Backyard Sweatshirt-XL-Green,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
79,variation,MH05-XL-Red,Hollister Backyard Sweatshirt-XL-Red,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
80,variation,MH05-XL-White,Hollister Backyard Sweatshirt-XL-White,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
66,variation,MH05-XS-Green,Hollister Backyard Sweatshirt-XS-Green,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
67,variation,MH05-XS-Red,Hollister Backyard Sweatshirt-XS-Red,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
68,variation,MH05-XS-White,Hollister Backyard Sweatshirt-XS-White,1,0,visible,1,100,0,0,52,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
97,variable,MH06,Stark Fundamental Hoodie,1,0,visible,1,0,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_back.jpg"
91,variation,MH06-L-Black,Stark Fundamental Hoodie-L-Black,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-black_main.jpg
92,variation,MH06-L-Blue,Stark Fundamental Hoodie-L-Blue,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_back.jpg"
93,variation,MH06-L-Purple,Stark Fundamental Hoodie-L-Purple,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-purple_main.jpg
88,variation,MH06-M-Black,Stark Fundamental Hoodie-M-Black,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-black_main.jpg
89,variation,MH06-M-Blue,Stark Fundamental Hoodie-M-Blue,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_back.jpg"
90,variation,MH06-M-Purple,Stark Fundamental Hoodie-M-Purple,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-purple_main.jpg
85,variation,MH06-S-Black,Stark Fundamental Hoodie-S-Black,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-black_main.jpg
86,variation,MH06-S-Blue,Stark Fundamental Hoodie-S-Blue,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh06-blue_back.jpg"
87,variation,MH06-S-Purple,Stark Fundamental Hoodie-S-Purple,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-purple_main.jpg
94,variation,MH06-XL-Black,Stark Fundamental Hoodie-XL-Black,1,0,visible,1,100,0,0,42,Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh06-black_main.jpg
